holeid,point_index,TEMP
Unknown-2,0,41.784476856241206
Unknown-2,1,41.8154632300445
Unknown-2,2,41.846449603847795
Unknown-2,3,41.877435977651096
Unknown-2,4,41.908422351454384
Unknown-2,5,41.939408725257664
Unknown-2,6,41.97039509906099
Unknown-2,7,42.00138147286426
Unknown-2,8,42.03236784666756
Unknown-2,9,42.06335422047084
Unknown-2,10,42.09434059427415
Unknown-2,11,42.125326968077445
Unknown-2,12,42.15631334188075
Unknown-2,13,42.18729971568402
Unknown-2,14,42.21828608948733
Unknown-2,15,42.24927246329061
Unknown-2,16,42.280258837093896
Unknown-2,17,42.311245210897205
Unknown-2,18,42.3422315847005
Unknown-2,19,42.37321795850378
Unknown-2,20,42.404204332307096
Unknown-2,21,42.43519070611037
Unknown-2,22,42.46617707991367
Unknown-2,23,42.497163453716965
Unknown-2,24,42.52814982752027
Unknown-2,25,42.559136201323554
Unknown-2,26,42.59012257512685
Unknown-2,27,42.62110894893015
Unknown-2,28,42.65209532273344
Unknown-2,29,42.683081696536725
Unknown-2,30,42.714068070340026
Unknown-2,31,42.74505444414333
Unknown-2,32,42.77604081794662
Unknown-2,33,42.8070271917499
Unknown-2,34,42.83801356555318
Unknown-2,35,42.86899993935652
Unknown-2,36,42.899986313159786
Unknown-2,37,42.930972686963095
Unknown-2,38,42.96195906076638
Unknown-2,39,42.99294543456968
Unknown-2,40,43.02393180837296
Unknown-2,41,43.05491818217626
Unknown-2,42,43.085904555979546
Unknown-2,43,43.116890929782876
Unknown-2,44,43.147877303586135
Unknown-2,45,43.17886367738945
Unknown-2,46,43.209850051192724
Unknown-2,47,43.24083642499603
Unknown-2,48,43.27182279879931
Unknown-2,49,43.302809172602615
Unknown-2,50,43.3337955464059
Unknown-2,51,43.364781920209204
Unknown-2,52,43.39576829401249
Unknown-2,53,43.426754667815786
Unknown-2,54,43.457741041619094
Unknown-2,55,43.48872741542239
Unknown-2,56,43.51971378922566
Unknown-2,57,43.55070016302897
Unknown-2,58,43.58168653683227
Unknown-2,59,43.612672910635546
Unknown-2,60,43.643659284438854
Unknown-2,61,43.674645658242135
Unknown-2,62,43.70563203204542
Unknown-2,63,43.73661840584873
Unknown-2,64,43.76760477965202
Unknown-2,65,43.7985911534553
Unknown-2,66,43.82957752725862
Unknown-2,67,43.86056390106191
Unknown-2,68,43.8915502748652
Unknown-2,69,43.922536648668505
Unknown-2,70,43.9535230224718
Unknown-2,71,43.98450939627508
Unknown-2,72,44.01549577007838
Unknown-2,73,44.0464821438817
Unknown-2,74,44.077468517684956
Unknown-2,75,44.10845489148825
Unknown-2,76,44.139441265291566
Unknown-2,77,44.17042763909486
Unknown-2,78,44.201414012898134
Unknown-2,79,44.232400386701435
Unknown-2,80,44.26338676050472
Unknown-2,81,44.294373134308024
Unknown-2,82,44.325359508111326
Unknown-2,83,44.35634588191463
Unknown-2,84,44.387332255717915
Unknown-2,85,44.41831862952122
Unknown-2,86,44.4493050033245
Unknown-2,87,44.48029137712778
Unknown-2,88,44.511277750931086
Unknown-2,89,44.542264124734366
Unknown-2,90,44.57325049853766
Unknown-2,91,44.604236872340955
Unknown-2,92,44.635223246144264
Unknown-2,93,44.666209619947566
Unknown-2,94,44.69719599375084
Unknown-2,95,44.72818236755414
Unknown-2,96,44.75916874135745
Unknown-2,97,44.79015511516072
Unknown-2,98,44.82114148896402
Unknown-2,99,44.85212786276735
Unknown-2,100,44.88311423657063
Unknown-2,101,44.914100610373914
Unknown-2,102,44.9450869841772
Unknown-2,103,44.9760733579805
Unknown-2,104,45.0070597317838
Unknown-2,105,45.03804610558709
Unknown-2,106,45.069032479390366
Unknown-2,107,45.10001885319368
Unknown-2,108,45.131005226996976
Unknown-2,109,45.16199160080027
Unknown-2,110,45.192977974603565
Unknown-2,111,45.22396434840686
Unknown-2,112,45.25495072221013
Unknown-2,113,45.285937096013434
Unknown-2,114,45.316923469816736
Unknown-2,115,45.34790984362003
Unknown-2,116,45.37889621742334
Unknown-2,117,45.40988259122661
Unknown-2,118,45.4408689650299
Unknown-2,119,45.47185533883322
Unknown-2,120,45.5028417126365
Unknown-2,121,45.53382808643979
Unknown-2,122,45.56481446024309
Unknown-2,123,45.59580083404638
Unknown-2,124,45.62678720784967
Unknown-2,125,45.65777358165297
Unknown-2,126,45.68875995545627
Unknown-2,127,45.71974632925956
Unknown-2,128,45.75073270306286
Unknown-2,129,45.78171907686613
Unknown-2,130,45.812705450669434
Unknown-2,131,45.84369182447273
Unknown-2,132,45.87467819827602
Unknown-2,133,45.905664572079324
Unknown-2,134,45.94371334098353
Unknown-2,135,45.98200842646784
Unknown-2,136,46.020303511952186
Unknown-2,137,46.058598597436486
Unknown-2,138,46.09921334177541
Unknown-2,139,46.14959174623427
Unknown-2,140,46.229976827273624
Unknown-2,141,46.34814545987957
Unknown-2,142,46.46776177773924
Unknown-2,143,46.58972631214795
Unknown-2,144,46.71249614414489
Unknown-2,145,46.839467615121066
Unknown-2,146,46.97384553804951
Unknown-2,147,47.11629260018031
Unknown-2,148,47.25873966231112
Unknown-2,149,47.40514901362481
Unknown-2,150,47.55492113215124
Unknown-2,151,47.70995718200869
Unknown-2,152,47.86499323186616
Unknown-2,153,48.02002928172363
Unknown-2,154,48.17506533158109
Unknown-2,155,48.330101381438546
Unknown-2,156,48.48513743129603
Unknown-2,157,48.64192646506111
Unknown-2,158,48.79960716569875
Unknown-2,159,48.95728786633641
Unknown-2,160,49.114968566974056
Unknown-2,161,49.27264926761172
Unknown-2,162,49.430329968249346
Unknown-2,163,49.588010668887
Unknown-2,164,49.74569136952465
Unknown-2,165,49.90337207016231
Unknown-2,166,50.06105277079996
Unknown-2,167,50.218733471437616
Unknown-2,168,50.37641417207525
Unknown-2,169,50.53409487271291
Unknown-2,170,50.69177557335056
Unknown-2,171,50.8494562739882
Unknown-2,172,51.00713697462587
Unknown-2,173,51.164817675263514
Unknown-2,174,51.32249837590118
Unknown-2,175,51.483492534635396
Unknown-2,176,51.64469154702217
Unknown-2,177,51.80589055940897
Unknown-2,178,51.96708957179571
Unknown-2,179,52.128288584182506
Unknown-2,180,52.28948759656928
Unknown-2,181,52.450686608956055
Unknown-2,182,52.61188562134282
Unknown-2,183,52.773084633729596
Unknown-2,184,52.93428364611638
Unknown-2,185,53.095482658503165
Unknown-2,186,53.25668167088994
Unknown-2,187,53.41788068327672
Unknown-2,188,53.57907969566349
Unknown-2,189,53.74027870805026
Unknown-2,190,53.901477720437036
Unknown-2,191,54.062676732823796
Unknown-2,192,54.22387574521058
Unknown-2,193,54.38507475759736
Unknown-2,194,54.54627376998415
Unknown-2,195,54.70747278237089
Unknown-2,196,54.86867179475769
Unknown-2,197,55.02987080714447
Unknown-2,198,55.19106981953124
Unknown-2,199,55.352268831918
Unknown-2,200,55.513467844304806
Unknown-2,201,55.67466685669156
Unknown-2,202,55.83586586907834
Unknown-2,203,55.99706488146512
Unknown-2,204,56.15826389385189
Unknown-2,205,56.31946290623866
Unknown-2,206,56.48066191862545
Unknown-2,207,56.64186093101221
Unknown-2,208,56.803059943399
Unknown-2,209,56.96425895578576
Unknown-2,210,57.12545796817253
Unknown-2,211,57.286656980559314
Unknown-2,212,57.44942329023488
Unknown-2,213,57.61354305637853
Unknown-2,214,57.777662822522196
Unknown-2,215,57.94178258866587
Unknown-2,216,58.10590235480955
Unknown-2,217,58.27002212095319
Unknown-2,218,58.43414188709688
Unknown-2,219,58.598261653240534
Unknown-2,220,58.76238141938422
Unknown-2,221,58.92650118552786
Unknown-2,222,59.090620951671546
Unknown-2,223,59.2547407178152
Unknown-2,224,59.41886048395887
Unknown-2,225,59.582980250102544
Unknown-2,226,59.74710001624619
Unknown-2,227,59.91121978238988
Unknown-2,228,60.075339548533556
Unknown-2,229,60.23945931467722
Unknown-2,230,60.40357908082088
Unknown-2,231,60.56769884696455
Unknown-2,232,60.73181861310822
Unknown-2,233,60.89593837925185
Unknown-2,234,61.06005814539555
Unknown-2,235,61.22417791153922
Unknown-2,236,61.38829767768287
Unknown-2,237,61.55241744382656
Unknown-2,238,61.716537209970205
Unknown-2,239,61.880656976113904
Unknown-2,240,62.04477674225755
Unknown-2,241,62.208896508401224
Unknown-2,242,62.373016274544874
Unknown-2,243,62.53713604068856
Unknown-2,244,62.70125580683222
Unknown-2,245,62.86537557297591
Unknown-2,246,63.029495339119556
Unknown-2,247,63.1950293630443
Unknown-2,248,63.361001565978675
Unknown-2,249,63.52697376891307
Unknown-2,250,63.69294597184744
Unknown-2,251,63.85891817478183
Unknown-2,252,64.0248903777162
Unknown-2,253,64.1908625806506
Unknown-2,254,64.35683478358493
Unknown-2,255,64.52280698651931
Unknown-2,256,64.6887791894537
Unknown-2,257,64.85475139238808
Unknown-2,258,65.02072359532244
Unknown-2,259,65.18669579825684
Unknown-2,260,65.35266800119122
Unknown-2,261,65.51864020412559
Unknown-2,262,65.68461240705996
Unknown-2,263,65.85058460999433
Unknown-2,264,66.0165568129287
Unknown-2,265,66.18252901586308
Unknown-2,266,66.34850121879745
Unknown-2,267,66.51447342173182
Unknown-2,268,66.68044562466622
Unknown-2,269,66.84848367691558
Unknown-2,270,67.01801722839525
Unknown-2,271,67.18755077987493
Unknown-2,272,67.35708433135463
Unknown-2,273,67.5266178828343
Unknown-2,274,67.69615143431398
Unknown-2,275,67.86568498579366
Unknown-2,276,68.03521853727334
Unknown-2,277,68.20475208875301
Unknown-2,278,68.37428564023271
Unknown-2,279,68.54381919171239
Unknown-2,280,68.71335274319208
Unknown-2,281,68.88288629467176
Unknown-2,282,69.05241984615145
Unknown-2,283,69.22195339763111
Unknown-2,284,69.39148694911083
Unknown-2,285,69.56102050059047
Unknown-2,286,69.73055405207018
Unknown-2,287,69.90008760354985
Unknown-2,288,70.06962115502954
Unknown-2,289,70.23915470650921
Unknown-2,290,70.40868825798891
Unknown-2,291,70.5782218094686
Unknown-2,292,70.74775536094826
Unknown-2,293,70.91728891242795
Unknown-2,294,71.08682246390764
Unknown-2,295,71.2563560153873
Unknown-2,296,71.425889566867
Unknown-2,297,71.59542311834667
Unknown-2,298,71.76495666982638
Unknown-2,299,71.93449022130605
Unknown-2,300,72.10402377278575
Unknown-2,301,72.2735573242654
Unknown-2,302,72.44391151316451
Unknown-2,303,72.61437670980283
Unknown-2,304,72.78484190644119
Unknown-2,305,72.95530710307952
Unknown-2,306,73.12577229971784
Unknown-2,307,73.29623749635617
Unknown-2,308,73.46670269299452
Unknown-2,309,73.63716788963285
Unknown-2,310,73.80763308627118
Unknown-2,311,73.97809828290953
Unknown-2,312,74.14856347954785
Unknown-2,313,74.31902867618618
Unknown-2,314,74.48949387282451
Unknown-2,315,74.65995906946284
Unknown-2,316,74.83042426610119
Unknown-2,317,75.00088946273951
Unknown-2,318,75.17135465937787
Unknown-2,319,75.34181985601619
Unknown-2,320,75.51228505265453
Unknown-2,321,75.68275024929287
Unknown-2,322,75.8532154459312
Unknown-2,323,76.02368064256953
Unknown-2,324,76.19414583920786
Unknown-2,325,76.3646110358462
Unknown-2,326,76.53507623248453
Unknown-2,327,76.70554142912289
Unknown-2,328,76.87600662576119
Unknown-2,329,77.04647182239952
Unknown-2,330,77.21693701903789
Unknown-2,331,77.38740221567622
Unknown-2,332,77.55786741231455
Unknown-2,333,77.72833260895287
Unknown-2,334,77.89879780559122
Unknown-2,335,78.06926300222956
Unknown-2,336,78.2397281988679
Unknown-2,337,78.41019339550621
Unknown-2,338,78.58065859214454
Unknown-2,339,78.7511237887829
Unknown-2,340,78.92158898542124
Unknown-2,341,79.09205418205956
Unknown-2,342,79.26251937869789
Unknown-2,343,79.43298457533623
Unknown-2,344,79.60344977197457
Unknown-2,345,79.7660506578824
Unknown-2,346,79.92144282750262
Unknown-2,347,80.07373385238074
Unknown-2,348,80.22602487725882
Unknown-2,349,80.37831590213693
Unknown-2,350,80.53060692701504
Unknown-2,351,80.68289795189315
Unknown-2,352,80.83518897677125
Unknown-2,353,80.98748000164935
Unknown-2,354,81.13977102652748
Unknown-2,355,81.29206205140557
Unknown-2,356,81.44350475186593
Unknown-2,357,81.59157138620327
Unknown-2,358,81.73963802054064
Unknown-2,359,81.88770465487801
Unknown-2,360,82.03577128921536
Unknown-2,361,82.18383792355272
Unknown-2,362,82.33190455789008
Unknown-2,363,82.47997119222745
Unknown-2,364,82.6280378265648
Unknown-2,365,82.77610446090219
Unknown-2,366,82.92417109523952
Unknown-2,367,83.0722377295769
Unknown-2,368,83.22030436391427
Unknown-2,369,83.36837099825162
Unknown-2,370,83.51643763258899
Unknown-2,371,83.66450426692637
Unknown-2,372,83.81194985862615
Unknown-2,373,83.95928476960441
Unknown-2,374,84.10661968058267
Unknown-2,375,84.25395459156096
Unknown-2,376,84.40128950253924
Unknown-2,377,84.54862441351747
Unknown-2,378,84.69595932449576
Unknown-2,379,84.84329423547403
Unknown-2,380,84.99087765757827
